"Sample","Name","Channel","Station","Treatment1","Treatment2","Treatment3","Pathotroph","Pathotroph-Saprotroph","Pathotroph-Saprotroph-Symbiotroph","Pathotroph-Symbiotroph","Saprotroph","Saprotroph-Symbiotroph","Symbiotroph","Unknown"
44,"Channel 13, Station 3 + 95.5 ORD","Channel 13","Station 3 + 95.5 ORD","One rock dam","In-channel treatment","Treated",7.70609318996416,6.59668885475337,1.22522127130422,0,20.0192621851608,0.142637700241387,0.424255723794894,63.8858410747812
45,"Channel 13, Station 4 + 14.5 BAF","Channel 13","Station 4 + 14.5 BAF","Baffle","In-channel treatment","Treated",9.91399817017383,4.57639524245197,2.43000914913083,0,20.0100640439158,3.58554437328454,6.83074107959744,52.6532479414456
46,"Channel 13, Station 4 + 36 ORD","Channel 13","Station 4 + 36 ORD","One rock dam","In-channel treatment","Treated",4.08998957886348,4.00416845460676,1.2149819162631,0.00490406424324159,25.5281064181941,0.243977196101269,2.73156378348556,62.1823085882425
47,"Channel 13, Station 4 + 50 BAF","Channel 13","Station 4 + 50 BAF","Baffle","In-channel treatment","Treated",2.2813501668084,17.3873225616537,1.19627788316871,0,25.2011513050304,0.452999280434356,2.47268921305685,51.0082095898476
48,"Channel 13, Station 4 + 78 ORD","Channel 13","Station 4 + 78 ORD","One rock dam","In-channel treatment","Treated",5.56608478802992,5.21030756442228,5.46855084510945,0,19.2308118592408,0.0310335272928789,0.234968135217512,64.2582432806872
49,"Channel 12, Station 1 + 04","Channel 12","Station 1 + 04","No treatment","Control","Control",5.62068734507939,11.4262745360756,2.08615260936558,0,33.8849065451866,0.117907148120855,1.54083204930663,45.3232397668654
50,"Channel 12, Station 1 + 52","Channel 12","Station 1 + 52","No treatment","Control","Control",1.59639690624411,10.7161384644407,0.740426334653839,0,22.9709017166572,0.0306545934729296,0.0318336162988115,63.9136483682324
51,"Channel 12, Station 1 + 83","Channel 12","Station 1 + 83","No treatment","Control","Control",4.48382566766501,25.6987336423627,2.13255123218214,0,15.7182447462935,0.0111847092596965,0.0695937465047784,51.8858662557322
52,"Channel 12, Station 2 + 63","Channel 12","Station 2 + 63","No treatment","Control","Control",2.4960124563269,10.0818395868145,3.85842321130184,0,18.5743581953517,0.0427236822117576,0.0693073066990734,64.8773355612942
53,"Channel 12, Station 2 + 98","Channel 12","Station 2 + 98","No treatment","Control","Control",2.73273472029181,22.0567579294166,0.975136232267743,0.0117663497106213,25.5631301431818,1.7862789654437,0.188261595369941,46.6859340643178
54,"Channel 12, Station 3 + 93","Channel 12","Station 3 + 93","No treatment","Control","Control",1.82475660639777,9.98516458043579,0.723226703755216,0,11.7246175243394,0,0.0797403801576263,75.6624942049142
55,"Channel 12, Station 4 + 00","Channel 12","Station 4 + 00","No treatment","Control","Control",1.61573124331527,21.6690337173216,0.793400312100012,0,19.8025704416741,0.0561078673750285,0.0385741588203321,56.0245822593937
56,"Channel 12, Station 4 + 09","Channel 12","Station 4 + 09","No treatment","Control","Control",3.96293043851946,8.34251975859943,2.59711141421124,0,27.2631303600456,0.10650025223744,0.191513611479606,57.5362941649072
57,"Channel 12, Station 4 + 56","Channel 12","Station 4 + 56","No treatment","Control","Control",2.95723949605908,6.34425619065351,2.4467821014088,0,16.9878359088934,0.193942779122448,0.566312915037547,70.5036306088252
58,"Channel 12, Station 4 + 65","Channel 12","Station 4 + 65","No treatment","Control","Control",7.68534222554403,11.4482421594274,4.74027654008681,0,15.6207778767931,0.13079598700664,0.465691206485181,59.9088740046569
59,"Channel 12, Station 5 + 13","Channel 12","Station 5 + 13","No treatment","Control","Control",33.2205122961297,8.55258448795951,1.12071169282683,0.00613528298992791,10.2132010839,0.223937829132369,0.070555754384171,46.5923615726775
60,"Channel 12, Station 5 + 48","Channel 12","Station 5 + 48","No treatment","Control","Control",36.3040180828599,9.66154120691193,1.37257234631056,0.00892246378966779,11.9605627100497,0.246854831514142,0.0327157005621152,40.412812658002
61,"Channel 12, Station 6 + 30","Channel 12","Station 6 + 30","No treatment","Control","Control",4.11739963546292,14.4926858905454,4.1699770995934,0,24.2487264569799,0.0420619713043885,0.203299527971211,52.7258494181427
62,"Channel 12, Station 6 + 93","Channel 12","Station 6 + 93","No treatment","Control","Control",2.00969545216328,7.55109765329296,1.08236767017993,0,39.9486111919874,0.0968089442729867,0.172509171373668,49.1389099167298
