"Common","Scientific","Functional","Native","Year","Quadrat","Cover","Station"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"2R",15,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Annual panic","Panicum","Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2021-11-01,"2L",15,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2021-11-01,"1L",2.5,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2021-11-01,"1R",37.5,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2021-11-01,"2R",15,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Unknown annual grass, C21",NA,"Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2013-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2014-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2014-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2014-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2014-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2015-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2015-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2015-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Arizona panic","Panicum","Annual grass","Native",2015-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2013-11-01,"3L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2013-11-01,"2L",0,"Channel 21_Station 03 + 80 BAF"
"Mexican panic","Panicum","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 03 + 80 BAF"
